薬局等番号,都道府県,薬局等名称,住所,電話番号,販売可能薬剤師数_女性,販売可能薬剤師数_男性,販売可能薬剤師数_答えたくない,HP,開局時間,時間外対応の有無,時間外の電話番号,プライバシー確保策,事前連絡,備考,削除日,開局等時間,時間外対応,事前電話連絡,電話番号_数字,時間外の電話番号_数字,住所_正規化,住所_都道府県除く,市区町村_推定,住所_残り,時間外対応_有無,事前電話連絡_要否,データ時点,データ出典_URL,データファイル_URL
19280,福井県,スギ薬局武生南店,福井県越前市妙法寺町434番地,0778436377,1,0,0,,月～金：9:30‐13:00/14:00ｰ19:00,,,パーテーション;衝立;,要,2026/9/3掲載,,月～金：9:30‐13:00/14:00ｰ19:00,,要,0778436377,,福井県越前市妙法寺町434番地,越前市妙法寺町434番地,越前市,妙法寺町434番地,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
19281,福井県,スギ薬局西鯖江店,福井県鯖江市桜町２丁目２番１５号,0778436470,0,1,0,,月～金：9:00-13:0014:00-19:00、土：9:00-13:00,,,衝立;パーテーション;,要,2026/9/3掲載,,月～金：9:00-13:0014:00-19:00、土：9:00-13:00,,要,0778436470,,福井県鯖江市桜町2丁目2番15号,鯖江市桜町2丁目2番15号,鯖江市,桜町2丁目2番15号,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
19282,福井県,スギ薬局勝山店,福井県勝山市芳野町2丁目1-29,0779645097,0,1,0,https://www.sugi-net.jp/stores/001746,月～金：9:00-14:0015:00-18:00,,,衝立;他者と十分な距離の確保;,要,2026/9/3掲載,,月～金：9:00-14:0015:00-18:00,,要,0779645097,,福井県勝山市芳野町2丁目1-29,勝山市芳野町2丁目1-29,勝山市,芳野町2丁目1-29,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
43,山梨県,アヤメ薬局,山梨県南アルプス市小笠原４４５‐１,0552835848,0,1,0,,火･水･金･土:8:30‐18:00､木･日8:30‐12:30,,,衝立；他者のいない時間対応,要,,,火･水･金･土:8:30‐18:00､木･日8:30‐12:30,,要,0552835848,,山梨県南アルプス市小笠原445-1,南アルプス市小笠原445-1,南アルプス市,小笠原445-1,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
72,山梨県,みさき薬局韮崎,山梨県韮崎市藤井町南下条水無３３６－２,0551212121,3,1,0,http://www.dyna-misaki.co.jp,月火木金:8:30-18:30､水土:8:30-17:00,有,0551212121,衝立,要,,,月火木金:8:30-18:30､水土:8:30-17:00,有,要,0551212121,0551212121,山梨県韮崎市藤井町南下条水無336-2,韮崎市藤井町南下条水無336-2,韮崎市,藤井町南下条水無336-2,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
78,山梨県,美咲調剤薬局,山梨県甲府市美咲１ー８ー７,0552541901,2,2,0,,月-金:9:00-18:30､土:9:00-13:00,有,0552541901,衝立,要,,,月-金:9:00-18:30､土:9:00-13:00,有,要,0552541901,0552541901,山梨県甲府市美咲1-8-7,甲府市美咲1-8-7,甲府市,美咲1-8-7,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
150,山梨県,みさき薬局甲府北口,山梨県甲府市北口２ー９ー１２ニシコー北口駅前ビル１Ｆ,0552889200,1,1,0,https://www.dyna-misaki.co.jp/,月-金:9:00-18:30､土:9:00-14:00,有,0552889200,個室,要,,,月-金:9:00-18:30､土:9:00-14:00,有,要,0552889200,0552889200,山梨県甲府市北口2-9-12ニシコ-北口駅前ビル1Ｆ,甲府市北口2-9-12ニシコ-北口駅前ビル1Ｆ,甲府市,北口2-9-12ニシコ-北口駅前ビル1Ｆ,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
166,山梨県,みさき薬局小瀬,山梨県甲府市増坪町５４１－１,0552427370,1,3,0,https://www.dyna-misaki.co.jp,月-水:9:00-18:00木:8:30-17:30金:9:00-17:30土:8:30-13:00,有,0552427370,衝立；他者のいない時間対応,要,,,月-水:9:00-18:00木:8:30-17:30金:9:00-17:30土:8:30-13:00,有,要,0552427370,0552427370,山梨県甲府市増坪町541-1,甲府市増坪町541-1,甲府市,増坪町541-1,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
178,山梨県,日本調剤横沢薬局,山梨県甲府市朝日３ー１１ー３０,0552203120,2,0,0,https://www.nicho.co.jp/tenpo/yokozawa/,月-金:8:30-17:30､土:8:30-12:30,有,09054095208,衝立；他者のいない時間対応,,,,月-金:8:30-17:30､土:8:30-12:30,有,,0552203120,09054095208,山梨県甲府市朝日3-11-30,甲府市朝日3-11-30,甲府市,朝日3-11-30,True,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
218,山梨県,アルプス薬局,山梨県甲府市塩部４－１３－２３,0552512767,2,0,0,,月-金:9:00-18:30､土:9:00-12:30,有,0552512767,他者のいない時間対応,要,,,月-金:9:00-18:30､土:9:00-12:30,有,要,0552512767,0552512767,山梨県甲府市塩部4-13-23,甲府市塩部4-13-23,甲府市,塩部4-13-23,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
246,山梨県,みさき薬局武田,山梨県甲府市武田３－７－１タクマビル１Ｆ,0552696868,2,1,0,https://www.dyna-misaki.co.jp/,月-水:8:30-18:00､木:8:30-18:00､金:8:30-18:00､土:8:30-13:00,有,0552696868,個室；衝立,要,,,月-水:8:30-18:00､木:8:30-18:00､金:8:30-18:00､土:8:30-13:00,有,要,0552696868,0552696868,山梨県甲府市武田3-7-1タクマビル1Ｆ,甲府市武田3-7-1タクマビル1Ｆ,甲府市,武田3-7-1タクマビル1Ｆ,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
331,山梨県,さえぐさ薬局鳴沢店,山梨県南都留郡鳴沢村２１６１ー１,0555257005,1,2,0,https://saegusa-ph.jp/,月火水金9:00-18:30木9:00-17:00土9:00-13:00,有,0555257005,衝立,,,,月火水金9:00-18:30木9:00-17:00土9:00-13:00,有,,0555257005,0555257005,山梨県南都留郡鳴沢村2161-1,南都留郡鳴沢村2161-1,南都留郡鳴沢村,2161-1,True,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
342,山梨県,さえぐさ薬局船津店,山梨県南都留郡富士河口湖町船津７５４８ー１２,0555738742,1,1,0,https://saegusa-ph.jp/,月火木金9:00-18:00水9:00-12:00土9:00-16:00,有,0555738742,衝立,,,,月火木金9:00-18:00水9:00-12:00土9:00-16:00,有,,0555738742,0555738742,山梨県南都留郡富士河口湖町船津7548-12,南都留郡富士河口湖町船津7548-12,南都留郡富士河口湖町,船津7548-12,True,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
432,山梨県,ウエルシア薬局市川三郷店,山梨県西八代郡市川三郷町市川大門２４４,0552788801,0,3,0,,月-金:10:00-13:00､14:00-19:00､土:10:00-13:00､14:00-17:00,,,衝立,,,,月-金:10:00-13:00､14:00-19:00､土:10:00-13:00､14:00-17:00,,,0552788801,,山梨県西八代郡市川三郷町市川大門244,西八代郡市川三郷町市川大門244,西八代郡市,川三郷町市川大門244,False,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
434,山梨県,健康館サワ昭和店,山梨県中巨摩郡昭和町西条１４８８－３,0552751293,0,1,0,https://sawawa41938.wixsite.com/fukasawa,月火木金:9:00-18:00､水:9:00-17:00､土:9:00-13:00,,,衝立,要,,,月火木金:9:00-18:00､水:9:00-17:00､土:9:00-13:00,,要,0552751293,,山梨県中巨摩郡昭和町西条1488-3,中巨摩郡昭和町西条1488-3,中巨摩郡昭和町,西条1488-3,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
444,山梨県,ウエルシア薬局富士吉田店,山梨県富士吉田市上吉田東６－４－３０,0555212216,6,3,0,https://store.welcia.co.jp/welcia/spot/detail?code=8125D,月-金:9:30-20:00､土:9:00-19:00日祝:9:00-14:00､15:00-18:00,有,0555212205,衝立,,,,月-金:9:30-20:00､土:9:00-19:00日祝:9:00-14:00､15:00-18:00,有,,0555212216,0555212205,山梨県富士吉田市上吉田東6-4-30,富士吉田市上吉田東6-4-30,富士吉田市,上吉田東6-4-30,True,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
457,山梨県,ウエルシア薬局石和店,山梨県笛吹市石和町井戸７２,0552305562,5,4,0,https://www.welcia-yakkyoku.co.jp/,月-金:9:00-20:00､土:9:00-19:00､日:9:00-18:00,,,衝立,,,,月-金:9:00-20:00､土:9:00-19:00､日:9:00-18:00,,,0552305562,,山梨県笛吹市石和町井戸72,笛吹市石和町井戸72,笛吹市,石和町井戸72,False,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
464,山梨県,ウエルシア薬局甲府池田店,山梨県甲府市長松寺町１ー９,0552363827,2,6,0,https://www.welcia-yakkyoku.co.jp/,月-水､金:8:30-20:00木:9:00-20:00土:8:30-18:00,,,衝立,,,,月-水､金:8:30-20:00木:9:00-20:00土:8:30-18:00,,,0552363827,,山梨県甲府市長松寺町1-9,甲府市長松寺町1-9,甲府市,長松寺町1-9,False,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
465,山梨県,ウエルシア薬局甲府武田店,山梨県甲府市武田１ー４ー３１,0552553131,0,3,0,https://store.welcia.co.jp/welcia/spot/detail?code=8144D,月-金:9:30‐19:00､土:9:30‐13:30,,,衝立,,,,月-金:9:30‐19:00､土:9:30‐13:30,,,0552553131,,山梨県甲府市武田1-4-31,甲府市武田1-4-31,甲府市,武田1-4-31,False,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
473,山梨県,ウエルシア薬局北杜長坂店,山梨県北杜市長坂町大八田５２,0551320223,0,3,0,https://store.welcia.co.jp/welcia/spot/detail?code=8151D,月-金:9:00-18:00､土:9:00-13:00,,,衝立,,,,月-金:9:00-18:00､土:9:00-13:00,,,0551320223,,山梨県北杜市長坂町大八田52,北杜市長坂町大八田52,北杜市,長坂町大八田52,False,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
497,山梨県,ウエルシア薬局塩山市民病院前店,山梨県甲州市塩山下於曾１４７０,0553880021,1,5,0,https://store.welcia.co.jp/welcia/spot/detail?code=8114D,月-土:9:00-19:00,,,衝立,,,,月-土:9:00-19:00,,,0553880021,,山梨県甲州市塩山下於曾1470,甲州市塩山下於曾1470,甲州市,塩山下於曾1470,False,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
500,山梨県,ウエルシア薬局韮崎富士見店,山梨県韮崎市富士見２ー１２ー３６,0551305022,0,2,0,,"月-金:10:00-13:00,14:00-18:30､土:10:00-14:00",,,衝立,,,,"月-金:10:00-13:00,14:00-18:30､土:10:00-14:00",,,0551305022,,山梨県韮崎市富士見2-12-36,韮崎市富士見2-12-36,韮崎市,富士見2-12-36,False,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
502,山梨県,ウエルシア薬局甲府徳行店,山梨県甲府市徳行２ー１４ー２３,0552366657,2,4,0,,月-金9:00-19:00土9:00-14:0015:00-18:00,,,衝立,,,,月-金9:00-19:00土9:00-14:0015:00-18:00,,,0552366657,,山梨県甲府市徳行2-14-23,甲府市徳行2-14-23,甲府市,徳行2-14-23,False,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
507,山梨県,ウエルシア薬局山梨下神内川店,山梨県山梨市下神内川５０番地,0553218755,4,2,0,https://store.welcia.co.jp/welcia/spot/detail?code=8145D,月-金:9:00-18:30､土9:00-13:00,,,衝立,,,,月-金:9:00-18:30､土9:00-13:00,,,0553218755,,山梨県山梨市下神内川50番地,山梨市下神内川50番地,山梨市,下神内川50番地,False,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
529,山梨県,ウエルシア薬局塩山北店,山梨県甲州市塩山赤尾２２９,0553202500,1,3,0,https://store.welcia.co.jp/welcia/spot/detail?code=8133D,月-土:09:30-13:0014:00-19:00,,,衝立,,,,月-土:09:30-13:0014:00-19:00,,,0553202500,,山梨県甲州市塩山赤尾229,甲州市塩山赤尾229,甲州市,塩山赤尾229,False,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
533,山梨県,ウエルシア薬局マーケットタウン御坂店,山梨県笛吹市御坂町夏目原１１１６,0552618704,3,5,0,https://store.welcia.co.jp/welcia/spot/detail?code=8119D,月-土:9:00-19:00､日･祝:9:00-17:00(13:00-14:00閉局),有,0552618704,衝立,,,,月-土:9:00-19:00､日･祝:9:00-17:00(13:00-14:00閉局),有,,0552618704,0552618704,山梨県笛吹市御坂町夏目原1116,笛吹市御坂町夏目原1116,笛吹市,御坂町夏目原1116,True,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
566,山梨県,ウエルシア薬局甲府和戸店,山梨県甲府市国玉町３２８ー１,0552318510,2,1,0,https://store.welcia.co.jp/welcia/spot/detail?code=8138D,月-金:9:00-19:00､土曜日:9:00-14:00､15:00-18:00,,,衝立,,,,月-金:9:00-19:00､土曜日:9:00-14:00､15:00-18:00,,,0552318510,,山梨県甲府市国玉町328-1,甲府市国玉町328-1,甲府市,国玉町328-1,False,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
585,山梨県,ウエルシア薬局甲斐敷島店,山梨県甲斐市中下条１６１１,0552672018,2,2,0,,月-金:9:00-19:00､土:9:00-18:00,,,衝立,要,,,月-金:9:00-19:00､土:9:00-18:00,,要,0552672018,,山梨県甲斐市中下条1611,甲斐市中下条1611,甲斐市,中下条1611,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
625,山梨県,ウエルシア薬局南アルプス小笠原店,山梨県南アルプス市小笠原７６８ー２,0552802720,0,3,0,,月-金:9:00‐19:00､土:9:00‐14:00､15:00‐18:00,有,08049322915,衝立,,,,月-金:9:00‐19:00､土:9:00‐14:00､15:00‐18:00,有,,0552802720,08049322915,山梨県南アルプス市小笠原768-2,南アルプス市小笠原768-2,南アルプス市,小笠原768-2,True,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
647,山梨県,ウエルシア薬局大里店,山梨県甲府市大里町１８３４,0552422270,1,2,0,,月-金:9:00-19:00､土:9:00-14:00､15:00-17:00,,,衝立,,,,月-金:9:00-19:00､土:9:00-14:00､15:00-17:00,,,0552422270,,山梨県甲府市大里町1834,甲府市大里町1834,甲府市,大里町1834,False,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
654,山梨県,ウエルシア薬局山梨七日市場店,山梨県山梨市七日市場８６３,0553217021,1,4,0,https://store.welcia.co.jp/welcia/spot/detail?code=8135D,月-金:9:00-13:00､14:00‐19:00､土:9:00-13:00,,,衝立,要,,,月-金:9:00-13:00､14:00‐19:00､土:9:00-13:00,,要,0553217021,,山梨県山梨市七日市場863,山梨市七日市場863,山梨市,七日市場863,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
664,山梨県,ウエルシア薬局甲府昭和店,山梨県中巨摩郡昭和町飯喰１１３２ー２,0552686260,2,3,0,https://www.welcia-yakkyoku.co.jp/,月-土:9:00-19:00,,,衝立,,,,月-土:9:00-19:00,,,0552686260,,山梨県中巨摩郡昭和町飯喰1132-2,中巨摩郡昭和町飯喰1132-2,中巨摩郡昭和町,飯喰1132-2,False,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
670,山梨県,ウエルシア薬局南アルプス西南湖店,山梨県南アルプス市西南湖７９３ー１,0552808030,0,3,0,https://www.welcia-yakkyoku.co.jp/,月-金:9:00-13:00･14:00-18:30､土:9:00-13:00,,,衝立,,,,月-金:9:00-13:00･14:00-18:30､土:9:00-13:00,,,0552808030,,山梨県南アルプス市西南湖793-1,南アルプス市西南湖793-1,南アルプス市,西南湖793-1,False,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
684,山梨県,ウエルシア薬局石和市部店,山梨県笛吹市石和町市部１０９０ー１,0552618755,3,3,0,https://www.welcia-yakkyoku.co.jp/,月-金:9:00-20:00､土:9:00-19:00,,,衝立,,,,月-金:9:00-20:00､土:9:00-19:00,,,0552618755,,山梨県笛吹市石和町市部1090-1,笛吹市石和町市部1090-1,笛吹市,石和町市部1090-1,False,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
733,山梨県,みさき薬局北新,山梨県甲府市北新１－１－１９,0552678877,1,0,0,https://dyna-misaki.co.jp/shop/481/,"月火木金:8:30-18:00,水:8:30-16:00,土:8:30-12:30",有,0552678877,衝立,,,,"月火木金:8:30-18:00,水:8:30-16:00,土:8:30-12:30",有,,0552678877,0552678877,山梨県甲府市北新1-1-19,甲府市北新1-1-19,甲府市,北新1-1-19,True,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
1012,山梨県,ウエルシア薬局甲府富士見店,山梨県甲府市富士見１ー２２ー７,0552551630,4,3,0,https://store.welcia.co.jp/welcia/spot/detail?code=8115D,月-土:9:00-19:00､日祝:10:00-14:00,,,衝立,,,,月-土:9:00-19:00､日祝:10:00-14:00,,,0552551630,,山梨県甲府市富士見1-22-7,甲府市富士見1-22-7,甲府市,富士見1-22-7,False,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
