薬局等番号,都道府県,市区町村_推定,薬局等名称,住所_正規化,住所,住所_都道府県除く,住所_残り,電話番号_数字,電話番号,HP,開局等時間,時間外対応,時間外対応_有無,時間外の電話番号_数字,時間外の電話番号,プライバシー確保策,事前電話連絡,事前電話連絡_要否,販売可能薬剤師数_女性,販売可能薬剤師数_男性,販売可能薬剤師数_答えたくない,備考,削除日,データ時点,データ出典_URL,データファイル_URL,検索用
3128,兵庫県,丹波市,ゴダイ薬局氷上店,兵庫県丹波市氷上町横田777-1,兵庫県丹波市氷上町横田７７７ー１,丹波市氷上町横田777-1,氷上町横田777-1,0795826082,0795826082,https://www.godai.net/,月火水金:8:30-18:30木:9:00-13:00土:8:30-17:30,,False,,,個室；衝立,要,True,1,2,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,兵庫県 丹波市 ゴダイ薬局氷上店 兵庫県丹波市氷上町横田777-1 0795826082 https://www.godai.net/
3129,大阪府,泉南郡熊取町,そうごう薬局熊取紺屋店,大阪府泉南郡熊取町紺屋1-8-23,大阪府泉南郡熊取町紺屋１－８－２３,泉南郡熊取町紺屋1-8-23,紺屋1-8-23,0724524100,0724524100,,月-水.金:9:00-19:00木:9:00-17:00土:9:00-13:00,有,True,0724524100,0724524100,衝立；他者のいない時間対応,,False,,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,大阪府 泉南郡熊取町 そうごう薬局熊取紺屋店 大阪府泉南郡熊取町紺屋1-8-23 0724524100
3130,静岡県,静岡市駿河区,フラワー薬局池田店,静岡県静岡市駿河区池田650-1,静岡県静岡市駿河区池田６５０－１,静岡市駿河区池田650-1,池田650-1,0542672911,0542672911,,月･火･木･金:8:30-18:00､水:8:30-16:30､土:8:30-12:30,,False,,,衝立,,False,,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,静岡県 静岡市駿河区 フラワー薬局池田店 静岡県静岡市駿河区池田650-1 0542672911
3131,長野県,東御市,山一くるみ薬局,長野県東御市県129-20,長野県東御市県１２９－２０,東御市県129-20,県129-20,0268718111,0268718111,https://kurumi-yakkyoku.com/,月-金:9:00-18:00､土:9:00-13:00,有,True,0268718111,0268718111,衝立,要,True,1,,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,長野県 東御市 山一くるみ薬局 長野県東御市県129-20 0268718111 https://kurumi-yakkyoku.com/
3132,岡山県,岡山市北区,アイン薬局岡山北店,岡山県岡山市北区下伊福2丁目1-15,岡山県岡山市北区下伊福２丁目１－１５,岡山市北区下伊福2丁目1-15,下伊福2丁目1-15,0862556203,0862556203,,月･火･木･金:9:00-18:00､水:9:00-17:00､土:9:00-13:00,有,True,0862556203,0862556203,衝立,,False,1,,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,岡山県 岡山市北区 アイン薬局岡山北店 岡山県岡山市北区下伊福2丁目1-15 0862556203
3133,愛知県,名古屋市北区,ウエルシア薬局名古屋丸新町店,愛知県名古屋市北区丸新町31,愛知県名古屋市北区丸新町３１,名古屋市北区丸新町31,丸新町31,0529097975,0529097975,https://store.welcia.co.jp/welcia/spot/detail?code=7300D,月-金:9:00-14:00､15:00-19:00土:9:00-13:00,,False,,,衝立,,False,1,,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,愛知県 名古屋市北区 ウエルシア薬局名古屋丸新町店 愛知県名古屋市北区丸新町31 0529097975 https://store.welcia.co.jp/welcia/spot/detail?code=7300D
3134,広島県,廿日市,有限会社第一調剤薬局,広島県廿日市市津田4191-10,広島県廿日市市津田４１９１－１０,廿日市市津田4191-10,市津田4191-10,0829721655,0829721655,,月火水金:8:30-6:00､木:8:30-5:00､土:8:30-1:00,有,True,09028007377,09028007377,個室；衝立,,False,,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,広島県 廿日市 有限会社第一調剤薬局 広島県廿日市市津田4191-10 0829721655
3135,栃木県,鹿沼市,ウエルシア薬局鹿沼蓬莱店,栃木県鹿沼市蓬莱町1011-1,栃木県鹿沼市蓬莱町１０１１－１,鹿沼市蓬莱町1011-1,蓬莱町1011-1,0289606280,0289606280,,月-金9:30-14:0015:00-18:30､土9:15-12:45,,False,,,他者のいない時間対応,,False,,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,栃木県 鹿沼市 ウエルシア薬局鹿沼蓬莱店 栃木県鹿沼市蓬莱町1011-1 0289606280
3136,香川県,高松市,KCかがわ調剤薬局高松店,香川県高松市仏生山町甲269-1,香川県高松市仏生山町甲２６９－１,高松市仏生山町甲269-1,仏生山町甲269-1,0878888877,0878888877,https://www.kckagawa.com/takamatsu,月-金:8:30-17:30､土:8:30-12:30,有,True,0878888877,0878888877,個室,要,True,1,,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,香川県 高松市 KCかがわ調剤薬局高松店 香川県高松市仏生山町甲269-1 0878888877 https://www.kckagawa.com/takamatsu
3137,新潟県,阿賀野市,ウエルシア薬局新潟水原店,新潟県阿賀野市中島町1-13,新潟県阿賀野市中島町１－１３,阿賀野市中島町1-13,中島町1-13,0250628817,0250628817,https://store.welcia.co.jp/welcia/spot/detail?code=78D,月-金:9:00-19:00､土:9:00-13:00,,False,,,衝立,,False,,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,新潟県 阿賀野市 ウエルシア薬局新潟水原店 新潟県阿賀野市中島町1-13 0250628817 https://store.welcia.co.jp/welcia/spot/detail?code=78D
3138,神奈川県,秦野市,ウエルシア薬局秦野平沢店,神奈川県秦野市平沢560-1,神奈川県秦野市平沢５６０－１,秦野市平沢560-1,平沢560-1,0463802977,0463802977,https://store.welcia.co.jp/welcia/spot/detail?code=2304D,月-金:9:00-14:0015:00-19:00､土:10:00-14:00,,False,,,衝立,要,True,,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,神奈川県 秦野市 ウエルシア薬局秦野平沢店 神奈川県秦野市平沢560-1 0463802977 https://store.welcia.co.jp/welcia/spot/detail?code=2304D
3139,大阪府,岸和田市,キタバ薬局東岸和田店,大阪府岸和田市土生町4丁目3-1リハ-ブ東岸和田メディカルモ-ル2階,大阪府岸和田市土生町４丁目３ー１リハーブ東岸和田メディカルモール２階,岸和田市土生町4丁目3-1リハ-ブ東岸和田メディカルモ-ル2階,土生町4丁目3-1リハ-ブ東岸和田メディカルモ-ル2階,0724933511,0724933511,https://www.inforlive.com/pharmacy/kishiwada.html,月-水､金:9:00-19:30､木:9:00-17:00､土:9:00-13:00,,False,,,他者のいない時間対応,要,True,,2,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,大阪府 岸和田市 キタバ薬局東岸和田店 大阪府岸和田市土生町4丁目3-1リハ-ブ東岸和田メディカルモ-ル2階 0724933511 https://www.inforlive.com/pharmacy/kishiwada.html
3140,岡山県,倉敷市,金光薬局新倉敷店,岡山県倉敷市新倉敷駅前2-90-2,岡山県倉敷市新倉敷駅前２ー９０ー２,倉敷市新倉敷駅前2-90-2,新倉敷駅前2-90-2,0865236566,0865236566,https://www.welcia-yakkyoku.co.jp/,月-金09:00-19:00土09:00-17:00,有,True,0865236566,0865236566,衝立,,False,4,,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,岡山県 倉敷市 金光薬局新倉敷店 岡山県倉敷市新倉敷駅前2-90-2 0865236566 https://www.welcia-yakkyoku.co.jp/
3141,大阪府,羽曳野市,アイン薬局はびきの店,大阪府羽曳野市はびきの3-6-8,大阪府羽曳野市はびきの３－６－８,羽曳野市はびきの3-6-8,はびきの3-6-8,0729582126,0729582126,,月-金9:00-17:30土9:00-12:00,,False,,,衝立,,False,1,,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,大阪府 羽曳野市 アイン薬局はびきの店 大阪府羽曳野市はびきの3-6-8 0729582126
3142,広島県,広島市佐伯区,ウエルシア薬局イオンタウン楽々園店,広島県広島市佐伯区楽-園4-14-25,広島県広島市佐伯区楽ー園４ー１４ー２５,広島市佐伯区楽-園4-14-25,楽-園4-14-25,0822085218,0822085218,http://www.welcia-yakkyoku.co.jp,月-土:9:00-13:30､14:30-19:00,,False,,,衝立,,False,,2,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,広島県 広島市佐伯区 ウエルシア薬局イオンタウン楽々園店 広島県広島市佐伯区楽-園4-14-25 0822085218 http://www.welcia-yakkyoku.co.jp
3143,福島県,いわき市,ウエルシア薬局ヨークタウンいわき泉玉露店,福島県いわき市泉玉露二丁目10番地の1ヨ-クタウン内,福島県いわき市泉玉露二丁目１０番地の１ヨークタウン内,いわき市泉玉露二丁目10番地の1ヨ-クタウン内,泉玉露二丁目10番地の1ヨ-クタウン内,0246419423,0246419423,https://www.welcia-yakkyoku.co.jp/,月･火･水･金･土:9:00ｰ13:30､14:30ｰ19:00,,False,,,衝立,,False,,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,福島県 いわき市 ウエルシア薬局ヨークタウンいわき泉玉露店 福島県いわき市泉玉露二丁目10番地の1ヨ-クタウン内 0246419423 https://www.welcia-yakkyoku.co.jp/
3144,広島県,福山市,在宅支援ザグザグ薬局多治米店,広島県福山市多治米町5丁目23-39,広島県福山市多治米町５丁目２３ー３９,福山市多治米町5丁目23-39,多治米町5丁目23-39,0849203142,0849203142,,月-土:9:30-18:30,有,True,09098395261,09098395261,衝立,要,True,1,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,広島県 福山市 在宅支援ザグザグ薬局多治米店 広島県福山市多治米町5丁目23-39 0849203142
3145,神奈川県,横浜市港北区,アクア薬局,神奈川県横浜市港北区樽町1-24-7,神奈川県横浜市港北区樽町１－２４－７,横浜市港北区樽町1-24-7,樽町1-24-7,0455407715,0455407715,https://ontheroad.jp.net/,月-水･金:9:00-18:30､木:9:00-17:00､土:9:00-14:00(祝祭日休み),有,True,08036947715,08036947715,衝立,要,True,1,,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,神奈川県 横浜市港北区 アクア薬局 神奈川県横浜市港北区樽町1-24-7 0455407715 https://ontheroad.jp.net/
3146,千葉県,袖ケ浦市,ウエルシア薬局袖ケ浦奈良輪店,千葉県袖ケ浦市袖ケ浦駅前1-22-6,千葉県袖ケ浦市袖ケ浦駅前１－２２－６,袖ケ浦市袖ケ浦駅前1-22-6,袖ケ浦駅前1-22-6,0433638101,0433638101,https://store.welcia.co.jp/welcia/spot/detail?code=1293D,"月-金:9:00-13:00,14:00-18:45､土:9:00-14:00",,False,,,衝立,,False,,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,千葉県 袖ケ浦市 ウエルシア薬局袖ケ浦奈良輪店 千葉県袖ケ浦市袖ケ浦駅前1-22-6 0433638101 https://store.welcia.co.jp/welcia/spot/detail?code=1293D
3147,大阪府,泉南市,ピーチ薬局,大阪府泉南市信達大苗代1123-24,大阪府泉南市信達大苗代１１２３－２４,泉南市信達大苗代1123-24,信達大苗代1123-24,0724821113,0724821113,https://www.pharmarise.com/company/store/store.php?store_id=630,月火水金:9:00-19:00木:9:00-17:00土日:9:00-12:00,有,True,0724821113,0724821113,衝立,要,True,1,,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,大阪府 泉南市 ピーチ薬局 大阪府泉南市信達大苗代1123-24 0724821113 https://www.pharmarise.com/company/store/store.php?store_id=630
3148,兵庫県,神戸市東灘区,サエラ薬局たんぽぽ店,兵庫県神戸市東灘区本山中町3-1-14ロ-テロ-ゼ本山1階,兵庫県神戸市東灘区本山中町３－１－１４ローテローゼ本山１階,神戸市東灘区本山中町3-1-14ロ-テロ-ゼ本山1階,本山中町3-1-14ロ-テロ-ゼ本山1階,0784350755,0784350755,,月-金:9:00-19:30､土:9:00-13:00,有,True,0784350755,0784350755,衝立,要,True,1,,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,兵庫県 神戸市東灘区 サエラ薬局たんぽぽ店 兵庫県神戸市東灘区本山中町3-1-14ロ-テロ-ゼ本山1階 0784350755
3149,愛知県,名古屋市北区,グロウス調剤薬局,愛知県名古屋市北区如来町56番地,愛知県名古屋市北区如来町５６番地,名古屋市北区如来町56番地,如来町56番地,0525089410,0525089410,,月-金9:00-19:00土13:00-14:00,有,True,0525089410,0525089410,衝立,要,True,,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,愛知県 名古屋市北区 グロウス調剤薬局 愛知県名古屋市北区如来町56番地 0525089410
3150,神奈川県,厚木市,ウエルシア薬局厚木下荻野店,神奈川県厚木市下荻野437-1,神奈川県厚木市下荻野４３７ー１,厚木市下荻野437-1,下荻野437-1,0462412072,0462412072,https://store.welcia.co.jp/welcia/spot/detail?code=2016D,月-金:10:00‐14:00､15:00‐19:00土:10:00‐14:00､15:00‐17:00,,False,,,衝立,,False,,2,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,神奈川県 厚木市 ウエルシア薬局厚木下荻野店 神奈川県厚木市下荻野437-1 0462412072 https://store.welcia.co.jp/welcia/spot/detail?code=2016D
3151,静岡県,浜松市浜名区,アイン薬局きらりタウン店,静岡県浜松市浜名区染地台1丁目25-6,静岡県浜松市浜名区染地台１丁目２５－６,浜松市浜名区染地台1丁目25-6,染地台1丁目25-6,0535819700,0535819700,,月-水､金:9:00-18:15､木:9:00-17:00､土:9:00-12:00,有,True,0535819700,0535819700,衝立,,False,1,,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,静岡県 浜松市浜名区 アイン薬局きらりタウン店 静岡県浜松市浜名区染地台1丁目25-6 0535819700
3152,兵庫県,神戸市垂水区,アイン薬局垂水店,兵庫県神戸市垂水区日向2丁目1-4垂水駅前ゴ-ルドビル101,兵庫県神戸市垂水区日向２丁目１－４垂水駅前ゴールドビル１０１,神戸市垂水区日向2丁目1-4垂水駅前ゴ-ルドビル101,日向2丁目1-4垂水駅前ゴ-ルドビル101,0787045335,0787045335,,月-金:9:00-19:00､土:9:00-13:00,有,True,0787045335,0787045335,衝立,要,True,1,,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,兵庫県 神戸市垂水区 アイン薬局垂水店 兵庫県神戸市垂水区日向2丁目1-4垂水駅前ゴ-ルドビル101 0787045335
3153,大阪府,大東市,アカカベ薬局住道駅前店,大阪府大東市住道2-7-12ツインフラッツ1階,大阪府大東市住道２－７－１２ツインフラッツ１階,大東市住道2-7-12ツインフラッツ1階,住道2-7-12ツインフラッツ1階,0728710093,0728710093,,月火木金:9:00-19:30､水:9:00-19:00､土:9:00-13:30,有,True,07031833054,07031833054,衝立,,False,1,,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,大阪府 大東市 アカカベ薬局住道駅前店 大阪府大東市住道2-7-12ツインフラッツ1階 0728710093
3154,広島県,福山市,ファーマシィ薬局引野,広島県福山市引野町北5丁目8-16,広島県福山市引野町北５丁目８－１６,福山市引野町北5丁目8-16,引野町北5丁目8-16,0849403011,0849403011,https://www.pharmacy-net.co.jp/store/1111.html,月-金:9:00-18:00､土:9:00-13:00,,False,,,衝立,要,True,,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,広島県 福山市 ファーマシィ薬局引野 広島県福山市引野町北5丁目8-16 0849403011 https://www.pharmacy-net.co.jp/store/1111.html
3155,神奈川県,横浜市戸塚区,あい薬局,神奈川県横浜市戸塚区矢部町240,神奈川県横浜市戸塚区矢部町２４０,横浜市戸塚区矢部町240,矢部町240,0458818140,0458818140,http://aiyakkyoku-totsuka.com/index.html,月･火･水･金9:00-18:00､木12:30-20:30､土9:00-13:00､日･祝日は休み,,False,,,衝立；他者のいない時間対応,要,True,2,,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,神奈川県 横浜市戸塚区 あい薬局 神奈川県横浜市戸塚区矢部町240 0458818140 http://aiyakkyoku-totsuka.com/index.html
3156,広島県,三原市,ププレひまわり薬局宮浦店,広島県三原市宮浦5-16-16,広島県三原市宮浦５－１６－１６,三原市宮浦5-16-16,宮浦5-16-16,0848296300,0848296300,,月-水金土:9:00-13:3015:00-18:00,,False,,,衝立,要,True,,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,広島県 三原市 ププレひまわり薬局宮浦店 広島県三原市宮浦5-16-16 0848296300
